Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	E:\FragPipe\ThyDIA\10ngK5\Ex_AuLC1_30m_2D19_3_20um30cm_SPE50_15118120_OTOT_5430_DIA10_10ngK5_DWP_2.raw	E:\FragPipe\ThyDIA\10ngHela\Ex_AuLC1_30m_2D19_3_20um30cm_SPE50_15118120_OTOT_5430_DIA10_10ng_DWP_2.raw	E:\FragPipe\ThyDIA\10ngHela\Ex_AuLC1_30m_2D19_3_20um30cm_SPE50_15118120_OTOT_5430_DIA10_10ng_DWP_1.raw	E:\FragPipe\ThyDIA\10ngK5\Ex_AuLC1_30m_2D19_3_20um30cm_SPE50_15118120_OTOT_5430_DIA10_10ngK5_DWP_1.raw	E:\FragPipe\ThyDIA\02ng_K562_DIA\Ex_AuLC1_30m_2D19_3_20um30cm_SPE50_15118120_OTOT_11860_DIA50_02ngK5_DWP_6.raw	E:\FragPipe\ThyDIA\02ng_K562_DIA\Ex_AuLC1_30m_2D19_3_20um30cm_SPE50_15118120_OTOT_11860_DIA50_02ngK5_DWP_4.raw	E:\FragPipe\ThyDIA\02ng_K562_DIA\Ex_AuLC1_30m_2D19_3_20um30cm_SPE50_15118120_OTOT_11860_DIA50_02ngK5_DWP_5.raw	E:\FragPipe\ThyDIA\02ng_K562_DIA\Ex_AuLC1_30m_2D19_3_20um30cm_SPE50_15118120_OTOT_11860_DIA50_02ngK5_DWP_8.raw	E:\FragPipe\ThyDIA\02ng_K562_DIA\Ex_AuLC1_30m_2D19_3_20um30cm_SPE50_15118120_OTOT_11860_DIA50_02ngK5_DWP_2.raw	E:\FragPipe\ThyDIA\02ng_Hela_DIA\Ex_AuLC1_30m_2D19_3_20um30cm_SPE50_15118120_OTOT_11860_DIA50_02ng_DWP_6.raw	E:\FragPipe\ThyDIA\02ng_K562_DIA\Ex_AuLC1_30m_2D19_3_20um30cm_SPE50_15118120_OTOT_11860_DIA50_02ngK5_DWP_7.raw	E:\FragPipe\ThyDIA\02ng_Hela_DIA\Ex_AuLC1_30m_2D19_3_20um30cm_SPE50_15118120_OTOT_11860_DIA50_02ng_DWP_8.raw	E:\FragPipe\ThyDIA\02ng_K562_DIA\Ex_AuLC1_30m_2D19_3_20um30cm_SPE50_15118120_OTOT_11860_DIA50_02ngK5_DWP_3.raw	E:\FragPipe\ThyDIA\02ng_Hela_DIA\Ex_AuLC1_30m_2D19_3_20um30cm_SPE50_15118120_OTOT_11860_DIA50_02ng_DWP_4.raw	E:\FragPipe\ThyDIA\02ng_K562_DIA\Ex_AuLC1_30m_2D19_3_20um30cm_SPE50_15118120_OTOT_11860_DIA50_02ngK5_DWP_1.raw	E:\FragPipe\ThyDIA\02ng_Hela_DIA\Ex_AuLC1_30m_2D19_3_20um30cm_SPE50_15118120_OTOT_11860_DIA50_02ng_DWP_2.raw	E:\FragPipe\ThyDIA\02ng_Hela_DIA\Ex_AuLC1_30m_2D19_3_20um30cm_SPE50_15118120_OTOT_11860_DIA50_02ng_DWP_3.raw	E:\FragPipe\ThyDIA\02ng_Hela_DIA\Ex_AuLC1_30m_2D19_3_20um30cm_SPE50_15118120_OTOT_11860_DIA50_02ng_DWP_5.raw	E:\FragPipe\ThyDIA\02ng_Hela_DIA\Ex_AuLC1_30m_2D19_3_20um30cm_SPE50_15118120_OTOT_11860_DIA50_02ng_DWP_1.raw	E:\FragPipe\ThyDIA\02ng_Hela_DIA\Ex_AuLC1_30m_2D19_3_20um30cm_SPE50_15118120_OTOT_11860_DIA50_02ng_DWP_7.raw
Q9H4B7	Q9H4B7		TUBB1		3.02799e+06	2.28647e+06	2.2214e+06	3.08992e+06	1.78139e+06	1.58147e+06	1.51034e+06	1.71878e+06	1.67093e+06	1.132e+06	1.66646e+06	1.02727e+06	1.70447e+06	1.10786e+06	1.56859e+06	1.13696e+06	1.21517e+06	1.15786e+06	1.11861e+06	1.38064e+06
Q9H4E7	Q9H4E7		DEF6		37964.5			40926.1	33044.1	31501.1	36999.7	40279.2	37831.1		38997.3				35176.9					
Q9H4F8	Q9H4F8		SMOC1			25557.2	22718.4																	
Q9H4G0	Q9H4G0		EPB41L1			88005.5	84676.2													85709.5	79904.7	74657	93426.3	
Q9H4G4	Q9H4G4		GLIPR2		16941.9			15523.2																
Q9H4H8	Q9H4H8		FAM83D		8364.96	10191.7	10922.6	21118.2	53509.7	32654.8	54340.5	38618	26825.7		49119.1		52649.6		56761.5					
Q9H4I3	Q9H4I3		TRABD		46184.6	26835.6	33630.5	40913.4	45869.4	30604.3	48980.4	18308.9	43958.1		27969.4		33984.6		32726.3		68329.6			70388.7
Q9H4L4	Q9H4L4		SENP3		26586.2	25493.6	20068.1	24707.8																
Q9H4L5	Q9H4L5		OSBPL3		61584.9	29194.9	24445.7	64602.4	69560.2	78282.9	50583.3	74068.6				54998.8	52507.9		32175.3					
Q9H4L7	Q9H4L7		SMARCAD1		52138	42939.1	31392.8	42624.1	74922.4	36846.7					55759.3									
Q9H4M9	Q9H4M9		EHD1		507127	296987	320611	489340	584600	550900	590227	615167	640013	565977	596079	530025	584027	504841	563057	580080	428498	441162	435894	369257
Q9H4Z3	Q9H4Z3		PCIF1		10160.7	15966.3	17417.5	11138.6																
Q9H501	Q9H501		ESF1		75790.8	32204.7	30856.2	88824	54034.8	119395	107233	875127	80940.3				70630.7		117484			175588		106026
Q9H553	Q9H553		ALG2		22950.4	8439.77	8726.83	17477.4																
Q9H568	Q9H568		ACTL8			31643.8	35671.7																	
Q9H583	Q9H583		HEATR1		371969	274064	263415	366037	506262	485807	516180	483188	491945	322252	474798	314969	488202	305629	487682	344049	354684	372776	365002	342534
Q9H5N1	Q9H5N1		RABEP2		13315.5	25868.6	23690.7	13822.2						20250.1										
Q9H5Q4	Q9H5Q4		TFB2M		113352	115705	127803	118959	171437	164973	150177	154134	139833	140153	134060	212856	169851	139854	174319	164949	145092	140523	191705	124250
Q9H5V9	Q9H5V9		STEEP1		30399.1	35568.8	31124.6	25596.1																
Q9H5X1	Q9H5X1		CIAO2A		215314	165543	185481	257343	353121	351346	348949	354493	444204	315484	397540	251484	390936	208511	404903	235969	320157	208746	314329	299193
Q9H6D7	Q9H6D7		HAUS4		31244	23919.1	32210.4	33686.6	25553.3		41498.9	28434.2			76744									
Q9H6E5	Q9H6E5		TUT1		12259	5270.9	7152.89	12004.8																
Q9H6F5	Q9H6F5		CCDC86		410404	367402	366369	381531	501961	573005	460431	505655	523216	460892	434450	460362	471603	489854	442587	543901	430969	429458	507104	444514
Q9H6R0	Q9H6R0		DHX33		30242	55460.8	65367.2	39289.6	75266							130132				58740.8		148665		
Q9H6R4	Q9H6R4		NOL6		505017	403208	393916	573241	513130	410605	659979	449129	420821	531041	581359	378438	518389	274344	611014	457753	419877	449711	216986	458914
Q9H6R7	Q9H6R7		WDCP		49418.9	17149.9	15549	39348.3											32618					
Q9H6S0	Q9H6S0		YTHDC2		70275.3	79444.8	78592.5	72734.8																
Q9H6S3	Q9H6S3		EPS8L2		3.39291e+06	226034	227690	701869						297278		301151		364931		317875	282421	299450	278922	282486
Q9H6T0	Q9H6T0		ESRP2			26125.4	23618.3																	
Q9H6T3	Q9H6T3		RPAP3		780671	326863	293659	856751	1.16063e+06	1.07426e+06	1.21412e+06	1.30896e+06	1.04325e+06	917542	759111		1.04034e+06		850974					
Q9H6U8	Q9H6U8		ALG9		1254.07	18333.9	16835.8																	
Q9H6V9	Q9H6V9		LDAH		38736	16904.4	13077.4	74124.1	61088.2	67348.2	58383.1	65031.5	69172.2		59883.1		76211	26701.7	63968.8	30784.5	20836.7		19079.5	
Q9H6W3	Q9H6W3		RIOX1		111527	148735	157181	84343.3																
Q9H6Y2	Q9H6Y2		WDR55		69078.6	42134.4	40589.1	59915.3	87381.1	84971.2	90716.9		91999.4		96404.4	70572.2	101086		93092.1				79610.9	
Q9H6Z4	Q9H6Z4		RANBP3		505340	304297	306396	504414	489394	453016	510823	557784	538863	327043	536180	287808	603238	279460	564769	336109	353761	409706	315806	308565
Q9H773	Q9H773		DCTPP1		593095	185704	215010	520256	571028	571040	587897	568184	606474	225721	509445	221160	584216	249035	537404	211017	240113	255114	209235	216611
Q9H788	Q9H788		SH2D4A			148643	135473							183360		187473		190647		177705	183624	209647	181964	223239
Q9H7B2	Q9H7B2		RPF2		33264.6	108099	82540.3	45660.5	101626	110046	123942	124568			151860	84923.7	159555		144597		25148.7		59295.8	
Q9H7B4	Q9H7B4		SMYD3		23717.1	17612.6	15714.5	22103.7						29254.4										
Q9H7C9	Q9H7C9		AAMDC		16214.2	19027.2	18633.5	15795.9			43133.4				52143.3		58962.3							
Q9H7D0	Q9H7D0		DOCK5			46248.5	42800.6																	
Q9H7D7	Q9H7D7		WDR26		87535.5	48411.2	48879.6	77746.2	172479	168473	197190	171040	178591	515155	199604	501685	206800	509094	237893	597901	543525	459449	649239	
Q9H7E9	Q9H7E9		C8orf33		2.10054e+06	3.32047e+06	3.02639e+06	3.29953e+06	5.47991e+06	5.27106e+06	4.67561e+06	4.06291e+06	5.63088e+06	8.32404e+06	4.03463e+06	7.91404e+06	4.57241e+06	7.98031e+06	6.17009e+06	7.87433e+06	7.32492e+06	7.48068e+06	7.07992e+06	7.73335e+06
Q9H7H0	Q9H7H0		METTL17		9389.98	8698.76	11751.5	11252.1																
Q9H7L9	Q9H7L9		SUDS3		10933.3	7847.68	8157.25	13502.2																
Q9H7N4	Q9H7N4		SCAF1		133416	136141	147254	120408	165165	160021	242414	169155	165780	172036	183667		184300	189834	169026	126952	223076	137963	215737	145435
Q9H7Z6	Q9H7Z6		KAT8		67795.6	14179.5	11768.2	60797.4		43852		65165.6			58024.5				58704.5					
Q9H7Z7	Q9H7Z7		PTGES2		121654	66923	89979.7	131560	291399	266257	296108	248457	205364	308126	303879	238130	184349	182856	289441	290892	168601	292338	133936	336124
Q9H814	Q9H814		PHAX		48194.9	49863.7	45863.5	42059.4	52716	24674	65144.5		37699.5	42878.7		68144.6				42885.7	45238	56291.3		49571.1
Q9H832	Q9H832		UBE2Z		90430.3	225853	249966	129483	61291.7		102403			112705	83155.8	83887.2	108691	158113	95907.7	82877.4	235658	305387	256324	202971
Q9H840	Q9H840		GEMIN7		4014.78			25486			18566.2											5468.67		
Q9H845	Q9H845		ACAD9		83595.9	264658	263214	82666.3	81978.1		77855.8	98137.3	76176.3	238063		244993	113392	257814		204333	255398	232012	251524	238313
Q9H853	Q9H853		TUBA4B				8551.65	147969												811212				
Q9H857	Q9H857		NT5DC2		27174	15231.9	12640.5	34155.6											24824.4					
Q9H871	Q9H871		RMND5A		39606.2	19819	19077.9	60461.4					20616.9											
Q9H8G2	Q9H8G2		CAAP1		9279.05			11267.8				5916.14												
Q9H8H0	Q9H8H0		NOL11		474616	403984	371155	501455	809746	793212	824866	793917	747343	748308	824111	617626	822177	678313	710499	733448	623392	618200	600729	663579
Q9H8H2	Q9H8H2		DDX31		48916.5	151373	128777	44773.2						148990		203793		95451.8		133642	130394	158693	135671	184657
Q9H8H3	Q9H8H3		METTL7A		28867.6	89057	78750.1	26472.1				30094		115666	28272.7	100268		77672.5		111647	108386	81884.4	94351.9	90981.9
Q9H8M2	Q9H8M2		BRD9		13392.4			11337.2			12743.7													
Q9H8M5	Q9H8M5		CNNM2			47781.4	50206							68516.7								91117.5	42379.8	
Q9H8S9	Q9H8S9		MOB1A		769899	356149	356567	738904	566070	597543	569377	628660	581001	245649	585935	286760	596463	275021	551484	303700	300364	271684	282541	228111
Q9H8W4	Q9H8W4		PLEKHF2		60359.9	16317.6	17672	52203.6		59508.2		66747.8	64945.3		49895		81388.6		51116.1					
Q9H8Y5	Q9H8Y5		ANKZF1		49765.7	95098.7	108531	45800		327738	16718.4		249183	517344		313939		137061			90455.5	501964		
Q9H8Y8	Q9H8Y8		GORASP2		558131	296770	282190	542708	414853	407844	505525	366575	491135	239077	482989	317758	434946	291600	458284	323115	318929	351748	269674	317164
Q9H900	Q9H900		ZWILCH		30438.3	18581.6	22202.2	21720.7	28151.9	50941.5						40062.5								
Q9H910	Q9H910		JPT2		762161	557623	499075	780322	705440	653553	678006	674958	679236	405609	663377	458406	661590	436918	685357	457202	425218	444340	451485	420733
Q9H936	Q9H936		SLC25A22		113762	196019	163484	96724.9	159283	186628	169353	176459	230025	208181	168665	235058	162135	225129	151504	237107	229355	237436	207522	
Q9H939	Q9H939		PSTPIP2		256253			258576	226085	300931	317626	288343	318569		329607		283146		272950					
Q9H944	Q9H944		MED20		207217	169265	154688	191857	297007	351399	351523	376846	301418	329803	332796	169196	370324		325542			410428		751724
Q9H967	Q9H967		WDR76		53747	81023	77829.6	57164.3	36568.4	29975.8	31361.6	41136.2	46960	36351.2	34301.9	49170.9	40552.9	93937.7	41799.1	41499.6	51947.4	33011.2	36141.3	50573.4
Q9H974	Q9H974		QTRT2		62719.2	44168.5	43434.5	67454.7	182157	68789.9	156209			140117	137892	111231	58822.5	102951	144026		161615	96956.6	66905.2	122688
Q9H993	Q9H993		ARMT1		131680	79429.9	79207.5	121677	103171	144369	120195	135062	123003	75591.9	138454	74314	109416	41901.1	102637	58867	69785.4		90447.4	67431.4
Q9H9A5	Q9H9A5		CNOT10		37907.4	31681.9	31926.8	33700.1				135790			384370									
Q9H9A6	Q9H9A6		LRRC40		159904	132937	132418	149257	192205	180635	158576	197012	171843	138154	156312	122795	176012	129464	162399	105881	103431	141310	79420.9	116195
Q9H9B1	Q9H9B1		EHMT1		230619	161569	137483	218905	184359	226186	230902	244667	214252				226447		186600			83773.6		
Q9H9B4	Q9H9B4		SFXN1		475607	306927	334578	489105	498741	492363	500153	500984	512231	355525	481438	328641	501768	365510	499148	378970	321559	370239	363603	338486
Q9H9C1	Q9H9C1		VIPAS39		40230.2	69830.1	65690.5	29647.3												369331				
Q9H9E3	Q9H9E3		COG4		72226.1	44547.4	41627.3	72999.6	47007.1	68694.4	71862.1				52146.5		67948.6		47243.5					
Q9H9F9	Q9H9F9		ACTR5		21634.8	26502.4	26550	25550.2																
Q9H9H4	Q9H9H4		VPS37B		50744.7	34895.5	38238.2	66334.3							76797.2									
Q9H9J2	Q9H9J2		MRPL44		69388.9	111569	121537	77784.8	109731		82604.1			117773	70781.9	96022.7	58897.1	116737	42680.4	112743	90831.1	73311.2	92590.3	116100
Q9H9J4	Q9H9J4		USP42		44980	21148.2	22375	45026.5			18083													
Q9H9L3	Q9H9L3		ISG20L2		50636.8	64455.9	70332.3	53636.1	25688.6							155916								
Q9H9L4	Q9H9L4		KANSL2		13310.7	4956.91	6376.84	13303.8																
Q9H9P8	Q9H9P8		L2HGDH		66226.9	116034	124371	62823.8	70733.9			25047.2		193884	69630.9	229307		204007	91178.3	151752	193603	232691	176936	190442
Q9H9Q2	Q9H9Q2		COPS7B		146080	56369	53900.6	145676	177213	172334	172766	164954	171729		146477	31825.4	158077		158531					
Q9H9Q4	Q9H9Q4		NHEJ1		7262.54		10524.9	7940.76																
Q9H9S4	Q9H9S4		CAB39L		126189	13125.2	27977.1	53349.5	153221	165699	137071	174854	192325	82656.4	149774	89926.8	189542	95328.8	140691	69867.5	80043.2	60666.7	91987	50523.8
Q9H9T3	Q9H9T3		ELP3		271026	120895	144464	232892	299757	286527	259184	254915	315856	406567	223006	412243	242011	375152	283856	356259	342298	418881	370002	352689
Q9H9Y2	Q9H9Y2		RPF1		31014.8	81055.7	84193.2	34500.4	70996.3					111916			54520.9	71312.9		115512	92228.3	109332	105397	89865.3
Q9H9Y6	Q9H9Y6		POLR1B		127214	90110.2	88756	124790	210082	178752	245458	141467	204674	279350			247076		147759					
Q9HA47	Q9HA47		UCK1		5739.05	16765.9	17816.3	11673.6																
Q9HA64	Q9HA64		FN3KRP		126941	175655	169278	108693																
Q9HA65	Q9HA65		TBC1D17		56785.8	68977.1	64421.3	28782.3						92057.3						79289.5				56233.3
Q9HA77	Q9HA77		CARS2			160363	175574							211791		203950		135796		145188	221224		206707	197166
Q9HAB8	Q9HAB8		PPCS		38236.7	276663	260826	36837.9						246790		235828		235701		244086	251141	262810	267898	282079
Q9HAD4	Q9HAD4		WDR41		24671.8	9821.63	8359.16	20826.3																
Q9HAF1	Q9HAF1		MEAF6		35931.4	8488.78	8322.46	34003.8	44256.9	37134	9037.67	46077.1	34693.5		9243.34		21492.3		23544.2					
Q9HAN9	Q9HAN9		NMNAT1		75383.9	33574.4	34395.7	75179.8	100294	88304	91592.7	94319	88635.2		114515		100450		107031					
Q9HAS0	Q9HAS0		C17orf75		3296.63	9980.26	10016.5	3718.04																
Q9HAT2	Q9HAT2		SIAE				38131.2																	
Q9HAU0	Q9HAU0		PLEKHA5		1.22601e+06	671612	488341	481799																
Q9HAU5	Q9HAU5		UPF2		55884.1	60833.3	60788.4	69347.7	109850	69579.9	92650.1	98812.6	95668.2	55476.4	104599	42686.1	54217.8						94707.8	
Q9HAV0	Q9HAV0		GNB4		27284.8	77777.3	67455	34463.9	20632.4		25631.8		11777.3	54443.5	19412.1	62600.6		63948.3	22574.6	72683.3	43088	80810.1	60971.9	58297.6
Q9HAV4	Q9HAV4		XPO5		924612	514125	527624	1.04035e+06	1.05192e+06	986524	1.11779e+06	1.01142e+06	1.04607e+06	481331	1.09614e+06	504152	1.13587e+06	610629	1.09675e+06	530910	570120	537034	585389	525704
Q9HAV7	Q9HAV7		GRPEL1		374480	141343	118412	331809	658433	590923	543635	540979	561680	470106	544407	441308	551125	437961	577811	393105	439381	455319	364928	461377
Q9HAW4	Q9HAW4		CLSPN		16187.4		6126.36	16531.2																
Q9HB07	Q9HB07		MYG1			333792	310978							502908		455343		453829		473022	511250	504698	502310	532735
Q9HB21	Q9HB21		PLEKHA1			10422.5	11522.2																	
Q9HB40	Q9HB40		SCPEP1		13031.3	45931.4	60067.7	17362.5								137557				108752	209988			199982
Q9HB71	Q9HB71		CACYBP		1.67453e+06	2.13246e+06	2.20823e+06	1.70753e+06	2.19958e+06	2.43108e+06	1.76993e+06	2.02645e+06	1.99979e+06	2.35231e+06	2.02373e+06	2.36236e+06	1.9528e+06	2.28151e+06	2.09701e+06	2.2088e+06	2.56023e+06	1.92851e+06	2.27117e+06	2.01876e+06
Q9HB90	Q9HB90		RRAGC		40238.3	69100.6	63868.7	54334		65048.2		69960.5	73175.2	120487	62744.1	100090	68859.2	158234	57610.5		175669	136873		233877
Q9HBH0	Q9HBH0		RHOF			191429	180268		99891.1					229676	102975	201797		178522	75403.9	206110	203816	239094	183794	204760
Q9HBH1	Q9HBH1		PDF		113258	166669	168768	121580	218981	236181	257310	233780	229574		244671						304661	329880		302124
Q9HBH5	Q9HBH5		RDH14		88377.8	194432	199106	72864.5	194105		267238	227288	282410	260716		302182		260602		254045	339797	356219	173932	254601
Q9HBI1	Q9HBI1		PARVB		20611.2	51941.7	47617.9	21090.6														29914.5		44943
Q9HBL0	Q9HBL0		TNS1		6568.23	15096.8	12737	8422.63																
Q9HBL8	Q9HBL8		NMRAL1		42048.2	53422.3	49439.9	35921.9						29772.3										
Q9HBM1	Q9HBM1		SPC25		104901	14246.5	18266.6	111271	82674.9	106271	85197.8	99123.3	82855.7		86597.1		94104.4		85452.6					
Q9HC21	Q9HC21		SLC25A19		12306	31251.2	30181.5	15113.3										14893.8						
Q9HC35	Q9HC35		EML4		119516	161912	166389	112103	176563	152999	171669	137263	122384	138505	172096	171005	130738	158894	153060	167235	219920	145591	110482	146489
Q9HC36	Q9HC36		MRM3		38323.3	62371.5	78280.9	39073.3						66323.9		63694.1		62762.6		36597.4		29489.6		115736
Q9HC38	Q9HC38		GLOD4		304045	427515	470122	261796	348067	342935	341947	321794	343223	463062	322304	461503	335873	504116	332507	470478	449711	464177	460608	441149
Q9HC44	Q9HC44		GPBP1L1		4783.93			13297.2																
Q9HC52	Q9HC52		CBX8		59356.8	144577	123937	70470.7	223349	209427	200884	202705	248723	305947	202307	286404	233692	330874	226401	302417	329769	357738	314157	322812
Q9HCC0	Q9HCC0		MCCC2		257598	308064	293286	211077	254379	265552	246614	353855	167680	162588	241154	204061	205651	354176	325401	304596	339656		383030	235193
Q9HCD5	Q9HCD5		NCOA5		144177	151963	178455	138997	153666	152798	175304	153952	169048	99228	176155	120465	186626	84027.7	175120	69724.2	123987	124391	108239	131431
Q9HCD6	Q9HCD6		TANC2			7489.83	7073.84																	
Q9HCE1	Q9HCE1		MOV10		255845	161195	151324	240366	361630	380563	346171	341359	364479	278433	395735	308691	374640	350922	389657	244712	303099	246606	278853	253353
Q9HCE5	Q9HCE5		METTL14		61808.9	62325	62044.2	55573.4	60556.5	57647.1	43088.2					109375		117339			129833			
Q9HCE7	Q9HCE7		SMURF1			117081	112907						31852.5						22115.6	99934.9		104034	104164	121145
Q9HCG8	Q9HCG8		CWC22		145641	84238.6	75190.8	157675	182845	173648	191378	178681	185269		165457	103091	189821	83954.5	179822	64866.8	122914	170460	125963	92619.4
Q9HCK8	Q9HCK8		CHD8		17086.5	21348.9	20494.4	16581				10546.7												
Q9HCN4	Q9HCN4		GPN1		81323	69957.4	69530.2	111110	87479	106086	120880	112716	113424	90759.5	100102	33977.3	114248	56839.5	99615.1	41270.2	100867	31275.9	52145.3	89790.1
Q9HCN8	Q9HCN8		SDF2L1		475155	112746	129828	502701	722643	772699	768958	802597	777888	238959	673075	233957	675792		725868		203605	208706	243997	215930
Q9HCS7	Q9HCS7		XAB2		125593	110369	100359	127610	133454	138689	124468	101762	133697	95494.2	153835	69376.1	113540	64594	126207	80367	72736.9	79030	79939.9	52169.7
Q9HCU5	Q9HCU5		PREB		20026.3	79545.3	86368.4	14227.7																
Q9HCU9	Q9HCU9		BRMS1		36419.4	13629.6	12492.2	36069.5																
Q9HCY8	Q9HCY8		S100A14			91589.8	88486.4							131207		133341		150571		129260	149533	144274	144990	125043
Q9HD15	Q9HD15		SRA1		99052.3	61186.4	38326.5	98884.2	72541.1	87681.8	69036	67382.9	49221.4		79974.7		72390.4		48595.1					
Q9HD20	Q9HD20		ATP13A1		22129.7	196369	184138	31813.7						284095		285889		340224		310377	256127	339402	281487	247860
Q9HD26	Q9HD26		GOPC		139530	53621.9	48418.7	116054	132808	137826	129234	147664	126996		130306		133581		143393					
Q9HD33	Q9HD33		MRPL47		102777	106253	129961	127259	99925.8	212883	178679	119186			169182	118550	182002		174114	191806	119909		121043	151864
Q9HD34	Q9HD34		LYRM4		42516.7	37731.9	39418.6	51369						58108.1						62722.7		54256.8		
Q9HD40	Q9HD40		SEPSECS				6828.35																	
Q9HD42	Q9HD42		CHMP1A		706354	548060	620629	853500	861362	973240	950876	1.00175e+06	945632	1.21214e+06	993925		908919		971120	621586	979503		836585	811636
Q9HD45	Q9HD45		TM9SF3		122247	197815	227579	116000	111388	118908	113827	105733	128935	139590	118932	138942	108708	122087	94248.9	132759	143619	126949	145876	157878
Q9HDC9	Q9HDC9		APMAP		82920.8	789470	760166	202850						767547		710549		738784		732185	752766	743473	786025	763573
Q9NNW5	Q9NNW5		WDR6		57288.8	24135.6	23210.7	63487	68328.5	79012.1	82483.1	62450.4	84447.6		76490.5	95539.4	90662.4		84008.2					
Q9NNW7	Q9NNW7		TXNRD2		530836	525392	440103	700015	650748	654368	676809	781033	667965		785137	653586	702851	499048	756352	691186	825650	534753		
Q9NP58	Q9NP58		ABCB6		1.54281e+06	1.06766e+06	834436	1.36976e+06	2.11953e+06	3.43527e+06	2.53127e+06	2.1037e+06		1.38651e+06		1.32739e+06		1.33703e+06		1.3861e+06	1.35141e+06	1.46768e+06	1.35384e+06	1.36428e+06
Q9NP66	Q9NP66		HMG20A		692709	538446	510243	603752	123765	130614	152896	134945	160784	133277	119683		131674		172880					
Q9NP72	Q9NP72		RAB18		67797.9	64115.3	72971.4	49928.3			39508.8		47521.2	33710.2		71311.1		39995.4		62460				
Q9NP73	Q9NP73		ALG13		28280.8			12910.6		170295				145571		93681.9	123611		118085			105879		96597.8
Q9NP77	Q9NP77		SSU72		142612	105456	108742	152415	123040	146498	145457	169514	143730	78156.8	153883	78933.2	138625	77395.5	123247	76529.8	78245.7	82237	62309.6	96169.1
Q9NP79	Q9NP79		VTA1		340367	193528	217454	427108	327859	330479	380572	340370	358917	274553	403716	303556	188149	301152	283158	380125	180123	207507	174852	213112
Q9NP80	Q9NP80		PNPLA8		18668.8	33565	36042.7																	
Q9NP81	Q9NP81		SARS2		227375	204420	206201	215124	199996	192150	158560	180481	167605	95917.8	188506		171707	89626	157686	140566	175925	164934	125610	115982
Q9NP92	Q9NP92		MRPS30		60970.2	103034	97231.8	50881.7						60066.7		79294		57666.7				53352		
Q9NP97	Q9NP97		DYNLRB1		165110	117870	126485	181021	265511	198073	235421	145857	195999	214298	191554	183764	172905	213433	178893	222830	202182	212535	143742	192195
Q9NPA0	Q9NPA0		EMC7			13467.7	41079.2																	
Q9NPA3	Q9NPA3		MID1IP1		32688	47637.1	45403	51623.3																
Q9NPA8	Q9NPA8		ENY2		375644	135671	138531	378610	411066	404139	362538	385192	388257		361403		336387	133009	390814					74294.1
Q9NPD3	Q9NPD3		EXOSC4		429240	333796	354222	480599	511630	532296	512423	512366	548391	431136	524336	479449	536578	390386	497988	414572	400838	374347	330593	408308
Q9NPD8	Q9NPD8		UBE2T		492848	180725	185170	474424	747466	796748	728550	708796	735575	486929	754619		725675	298553	696367	401697		563054	136822	
Q9NPE3	Q9NPE3		NOP10		251372	199885	203850	344482	163231		236242	538995			269054		255216		240728		186807	221043		210956
Q9NPF0	Q9NPF0		CD320		15184.5	50181.1	48646.7	19224								61481.4						52172	76781.3	57683.6
Q9NPF4	Q9NPF4		OSGEP		245404	214102	222102	246916	317240	313835	311605	293833	329567	336141	300744	266583	294460	338755	306016	350972	361401	364471	332785	312450
Q9NPF5	Q9NPF5		DMAP1		52553.1	56350.2	47001.2	41264.1	36107.9	25604.5		35993.6	25876	37469.5				41224.2		33140	32983.3		26089.8	
Q9NPG3	Q9NPG3		UBN1		27620.9	16233.8		30293.4																
Q9NPG4	Q9NPG4		PCDH12			39339.1	39994														33271.8			
Q9NPH2	Q9NPH2		ISYNA1		324493	12767.8	14450.3	315084	340306	360134	324856	335510	361585		313465		317008		343150					
Q9NPI1	Q9NPI1		BRD7		104897	99047	88005.3	93897	232606	240895	212307	217549	191301	165501	196536				180155			226959		
Q9NPJ3	Q9NPJ3		ACOT13		510211	573728	541816	604081	682109	692853	742687	663449	700515	725897	713567	738766	725995	743614	704905	731393	711129	711272	714941	724084
Q9NPJ6	Q9NPJ6		MED4		164614	125844	120669	181261	280624	276670	280984	274570	282311		285464		278884		175709		246954		233041	
Q9NPJ8	Q9NPJ8		NXT2		193944	202040	189350	178257	338912	476708	458060	363499	479761	318841	371462	329118	358459	271329	472985	355892	220385	391010	437021	215495
Q9NPL8	Q9NPL8		TIMMDC1		53380.5	64692.3	15907	44351	322448	319583	346920	179616	249476		359989		346905		373328					
Q9NPQ8	Q9NPQ8		RIC8A		121280	77368.7	71986.1	134474	131121	111227	124842	130159	140200	60612.7	133767		116207		132465				192276	
Q9NQ29	Q9NQ29		LUC7L		251821	186592	217273	286618	328844	265926	341617	291051	275832	249468	351676	153137	392963	196123	345392	172689	254270	194905	250166	247740
Q9NQ34	Q9NQ34		TMEM9B			34817.7		55290.1																
Q9NQ48	Q9NQ48		LZTFL1		339651	335741	273589	306427	593878	611658		686224			768603	831099							985044	
Q9NQ50	Q9NQ50		MRPL40		66267.5	60698.7	68054.8	60422.5		21905.5														
Q9NQ55	Q9NQ55		PPAN		142039	298076	307017	157575	142990	102530	160278	119375	112552	214241	119095	271944	144982	273333	148191	152727	282038	269640	290492	225610
Q9NQ88	Q9NQ88		TIGAR			112516	111448																78203.5	79211
