Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	E:\FragPipe\ThyDIA\02ng_Hela_DIA_15m\Ex_AuLC1_15m_2D19_4_20um30cm_SPE50_15118120_OTOT_11860_DIA100_02ng_3.raw	E:\FragPipe\ThyDIA\02ng_Hela_DIA_15m\Ex_AuLC1_15m_2D19_4_20um30cm_SPE50_15118120_OTOT_11860_DIA100_02ng_4.raw	E:\FragPipe\ThyDIA\02ng_Hela_DIA_15m\Ex_AuLC1_15m_2D19_4_20um30cm_SPE50_15118120_OTOT_11860_DIA100_02ng_2.raw	E:\FragPipe\ThyDIA\02ng_Hela_DIA_15m\Ex_AuLC1_15m_2D19_4_20um30cm_SPE50_15118120_OTOT_11860_DIA100_02ng_1.raw	E:\FragPipe\ThyDIA\02ng_Hela_DIA_15m\Ex_AuLC1_15m_2D19_4_20um30cm_SPE50_15118120_OTOT_11860_DIA100_02ng_8.raw	E:\FragPipe\ThyDIA\02ng_Hela_DIA_15m\Ex_AuLC1_15m_2D19_4_20um30cm_SPE50_15118120_OTOT_11860_DIA100_02ng_7.raw	E:\FragPipe\ThyDIA\02ng_Hela_DIA_15m\Ex_AuLC1_15m_2D19_4_20um30cm_SPE50_15118120_OTOT_11860_DIA100_02ng_6.raw	E:\FragPipe\ThyDIA\02ng_Hela_DIA_15m\Ex_AuLC1_15m_2D19_4_20um30cm_SPE50_15118120_OTOT_11860_DIASwath2_02ng_4.raw	E:\FragPipe\ThyDIA\02ng_Hela_DIA_15m\Ex_AuLC1_15m_2D19_4_20um30cm_SPE50_15118120_OTOT_11860_DIA100_02ng_5.raw	E:\FragPipe\ThyDIA\02ng_Hela_DIA_15m\Ex_AuLC1_15m_2D19_4_20um30cm_SPE50_15118120_OTOT_11860_DIASwath2_02ng_3.raw	E:\FragPipe\ThyDIA\02ng_Hela_DIA_15m\Ex_AuLC1_15m_2D19_4_20um30cm_SPE50_15118120_OTOT_11860_DIASwath2_02ng_2.raw	E:\FragPipe\ThyDIA\02ng_Hela_DIA_15m\Ex_AuLC1_15m_2D19_4_20um30cm_SPE50_15118120_OTOT_11860_DIASwath2_02ng_1.raw	E:\FragPipe\ThyDIA\02ng_Hela_DIA_15m\Ex_AuLC1_15m_2D19_4_20um30cm_SPE50_15118120_OTOT_11860_DIA50_02ng_8.raw	E:\FragPipe\ThyDIA\02ng_Hela_DIA_15m\Ex_AuLC1_15m_2D19_4_20um30cm_SPE50_15118120_OTOT_11860_DIA50_02ng_2.raw	E:\FragPipe\ThyDIA\02ng_Hela_DIA_15m\Ex_AuLC1_15m_2D19_4_20um30cm_SPE50_15118120_OTOT_11860_DIA50_02ng_7.raw	E:\FragPipe\ThyDIA\02ng_Hela_DIA_15m\Ex_AuLC1_15m_2D19_4_20um30cm_SPE50_15118120_OTOT_11860_DIA50_02ng_6.raw	E:\FragPipe\ThyDIA\02ng_Hela_DIA_15m\Ex_AuLC1_15m_2D19_4_20um30cm_SPE50_15118120_OTOT_11860_DIA50_02ng_1.raw	E:\FragPipe\ThyDIA\02ng_Hela_DIA_15m\Ex_AuLC1_15m_2D19_4_20um30cm_SPE50_15118120_OTOT_11860_DIA50_02ng_4.raw	E:\FragPipe\ThyDIA\02ng_Hela_DIA_15m\Ex_AuLC1_15m_2D19_4_20um30cm_SPE50_15118120_OTOT_11860_DIA50_02ng_5.raw	E:\FragPipe\ThyDIA\02ng_Hela_DIA_15m\Ex_AuLC1_15m_2D19_4_20um30cm_SPE50_15118120_OTOT_11860_DIA50_02ng_3.raw	E:\FragPipe\ThyDIA\02ng_Hela_DIA_15m\Ex_AuLC1_15m_2D19_4_20um30cm_SPE50_15118120_OTOT_11860_DIASwath_02ng_4.raw	E:\FragPipe\ThyDIA\02ng_Hela_DIA_15m\Ex_AuLC1_15m_2D19_4_20um30cm_SPE50_15118120_OTOT_11860_DIASwath_02ng_2.raw	E:\FragPipe\ThyDIA\02ng_Hela_DIA_15m\Ex_AuLC1_15m_2D19_4_20um30cm_SPE50_15118120_OTOT_11860_DIASwath_02ng_1.raw	E:\FragPipe\ThyDIA\02ng_Hela_DIA_15m\Ex_AuLC1_15m_2D19_4_20um30cm_SPE50_15118120_OTOT_11860_DIASwath_02ng_3.raw	E:\FragPipe\ThyDIA\02ng_Hela_DIA_15m\Ex_AuLC1_15m_2D19_4_20um30cm_SPE50_15118120_OTOT_11860_DIA50_02ng_blk.raw	E:\FragPipe\ThyDIA\02ng_Hela_DIA_15m\Ex_AuLC1_15m_2D19_4_20um30cm_SPE50_15118120_OTOT_11860_DIA50_02ng_blk2.raw
Q16698	Q16698		DECR1		61265.2	59819.1	56151.7	61541.4	58385.2	54035.3	59552.1	54080.9	58841.6	50635.3	52347.3	59582.4	61152.2	56099.6	54282.2	54425.8	55497.2	58686.6	55241.4	58356.2	52542.2	52560	52648.8	59507.6		
Q16718	Q16718		NDUFA5		31997.3	25890.2	31028.7	27848.7	29497.4	38651.6	37692.7	25126.3	29724.1	25760.5	27030	24470.5	27492.5		21231	24783.5	22984.8	21442.8		21611.5	20417.2	20714.9	27583.8	24684.4		
Q16719	Q16719		KYNU		104658	105529	108160	106673	106318	120435	106496	132233	101876	139829	136002	133277	133282	118363	122756	122158	126160	124273	118314	120690	133823	138520	131581	129656		
Q16822	Q16822		PCK2		37201.4	38180.9	36922.4	37860.2	36427.6	36592	39227.7	40884.7	35127.6	38097.6	38409.5	39668.7	41164.6	44236.2	43096.1	42477.6	40829.3	47198.5	43539.1	46491.8	38144.7	37688.8	34895	36219		
Q16836	Q16836		HADH		674049	666015	721998	649418	738678	578774	734490	516989	751874	557304	533533	540903	596644	588293	589181	592135	586964	619108	616566	568798	554742	568355	604646	558322		
Q16881	Q16881		TXNRD1		202068	195680	192519	198174	186630	199628	199111	187469	198376	191925	186304	186903	202993	189065	204451	199978	206241	198717	201378	197269	202477	202282	207507	199984		
Q16891	Q16891		IMMT		50228.3	42683.5	45921.2	49329.2	46885.6	44692.1	48346.1	41358	52270.8	42296.6	44845.9	46081.1	51337.7	50870.6	46647.2	49361.8	49914.8	52945.9	51778.5	52460.9	50490.6	53259.3	49115.6	47465.6		
Q1KMD3	Q1KMD3		HNRNPUL2		116381	123641	114460	118860	136345	131160	116943	96344.3	131026	101455	107000	102717	97117.4	93070.5	100545	100591	96338	99816.2	101496	104114	113447	106766	107702	109716		
Q3LXA3	Q3LXA3		TKFC		31331.3	28769.7	29841.8	32531.8	34075.7	29203.3	29805.3	27791.2	30765.2	27164.9	27928.5	27803.8	27940.1	27795.2	25868.5	28091.2	27490.8	24587	27173.4	29758.8	26408.4	29805.7	28050.5	31119.8		
Q52LJ0	Q52LJ0		FAM98B		43956.2	43353.4	42441.4	41210.1	40239.2	43193.1	42939.5	37316.7	41401.4	31156.7	39455.1	41911.2	40162	39028.6	39516	38296.7	38647.8	34989	35559.4	43146.8	40694.8	38770.1	38798.4	33975.5		
Q562R1	Q562R1		ACTBL2		884532	857822	848147	897379	827236	793498	823409	900657	896744	910349	918605	900603	955904	902160	933061	879053	907014	981199	945894	923654	820521	896961	876940	815455		
Q58FF7	Q58FF7		HSP90AB3P		1.06219e+06	1.08078e+06	1.1051e+06	1.07777e+06	1.1183e+06	1.11225e+06	1.08583e+06	1.1427e+06	1.1141e+06	1.08998e+06	1.07427e+06	1.25105e+06	1.20601e+06	1.27313e+06	1.19721e+06	1.32453e+06	1.35218e+06	1.17659e+06	1.25546e+06	1.33387e+06	1.19335e+06	1.31612e+06	1.38094e+06	1.32192e+06		
Q58FF8	Q58FF8		HSP90AB2P		62389.5	70800.4		114783	50454.4		58328.7	67997.5	94076.9		69143.3		41030.7	45959	43502.5	48461.1				44887.9	68669.1			71753.4		
Q58FG1	Q58FG1		HSP90AA4P		140849				132483	113862		168593	126269	165241	151232	144949	121499	107620	120369	117000					197777	209819	169153			
Q5JTV8	Q5JTV8		TOR1AIP1		28044.9	26236.1	31154.4	33741.7	33452.5	33714.2	29003.1	26805.2	32993.4	34227.9	34136.4	29926.1	30154.3	35533.6	30571	30614	32987.1	28883.6	30602.5	35352.9	45534.7	45466.6	40307.8	70307.4		
Q5RKV6	Q5RKV6		EXOSC6		14988.3	16965.3	10446.4	12930.9	23299	17520.9	14094.5	18259.4	12787.2	14603.2	15960.8	14908.5	17477.4	14609.2	14917.5	10254.6	12112.5	13797.2	14139.3	15045.3	20247.9	18421.5	14756.2	17350.8		
Q5SSJ5	Q5SSJ5		HP1BP3		79993.3	74973.2	81681.1	89494	68274.8	71081.9	77884.6	61123.9	83387.1	59429.6	61997.4	63305.2	72113.2	66203.6	66673.7	67086.4	68068.9	70816.7	67104.6	68255.9	59042.4	67943.2	68126	72442.9		
Q5T8P6	Q5T8P6		RBM26		28383.6	34840.4		34821.4	28118.6	38014	29261.5	46222.6	33177.6	42584.5	54910.6	49383	19462.7	21090	24001.4	23876.4	19450.8	20942.3	19068.8	27001.4	22281.5	16999.8	21161.2	20210.4		
Q5T9A4	Q5T9A4		ATAD3B		99211.9	101469	104698	102858	108755	101635	103547	89090.6	104565	81606.9	88507.9	87035.7	82641.6	79264.6	85187.6	81783	87130.4	86691.3	86254	85633.5	94372.3	86838.6	86086.9	73442.2		
Q5TEC6	Q5TEC6		H3-7		213040	211478	202999	187480	234273	217554	220815	220547	200499	218985	199077	199730	138693	134315	139962	148802	140149	137503	145502	147846	176939	85760.6	70622.9	75168.6		
Q5XKE5	Q5XKE5		KRT79			6344.46	14479	13803.9			7485.16	13769.8	13244.4	11820.5	15147.1	11247.3	7640.22	9498.83	10239.2				11118.9		10514.4	13279.1	16223.4	10914.1		
Q6FI81	Q6FI81		CIAPIN1		10925.6	11065.6	9144.89	7531.32	8853.18	12138.5	10240.8	7893.79	5482.98	9134.55	8769.5	9419.81	7485.44	4674.89	6361.1	7581.74	7179.89	8837.22	5869.69	8935.72	8084.56	10305.7	10451.1	12388.7		
Q6GMV3	Q6GMV3		PTRHD1		76486.5	63589.9	79682.9	84922	84927.5	74295.2	73739	90399.9	85362.6	97287.5	88538	83973.9	81904.5	82407.7	77087.8	84015.1	75848.4	80546.2	81428.5	86274.7	79262.8	72036.6	76695.6	82594.6		
Q6NUK1	Q6NUK1		SLC25A24		39476.9	41684.8	40358.4	39447.5	43222	47072.2	40840.8	66631.9	44049.8	63704.7	63821.2	63741.7	52433.4	52499	51897.4	54316.3	55093.2	48793.3	51855.2	53399.3	61987.4	61963.9	58963	59055.4		
Q6P2Q9	Q6P2Q9		PRPF8		42878.2	44479	45857.7	42926.7	40923.2	40695.5	42782.2	40533.4	39385.6	42772.7	38862.4	41531	44614.8	45367.4	41149	39715.7	40316.2	43362.6	43641.5	43221.3	42551.2	39102.7	41794.1	40112.2		
Q6PI48	Q6PI48		DARS2		13279.7	12829.4	14537.2	13306	12972.1	13852.7	10996.6	15778.6		15025.7	16792.8	15063.3	13961	11328.1	12423.1	12382.5	12823.9	11145.9	13794.3	12265	11543.8	13556.1	11528.3	12501.3		
Q6PIU2	Q6PIU2		NCEH1		75014.8	69554.2	61775	65394	60072.5	57946.4	67942.5	62930.4	73739.9	67838.8	59149.7	65607.6	50677.4	45161.9	49225.4	45056.3	59759.7	51604.6	50381.7	46594.2	62359.2	70116.8	74895.6	72196.2		
Q6YI46	Q6YI46		TMEM64		172033		166558	163692	173912	168583	175708	100709		108227	104320	104826	97441.9	96499.8	102836	99852.3	100732	104409	96563.8	96837.9	90845.6	98046	91779	90020.1		
Q6YN16	Q6YN16		HSDL2		107596	87972.8	95750.1	94527.4	90205.3	82981.4	84046.7	68153.5	92341.9	71440.3	73872.7	71342	77252.2	83170.5	76883.1	76525.7	77314.9	76045.4	84643.7	84384.1	78776.7	79830.5	71426.6	72305		
Q70UQ0	Q70UQ0		IKBIP		8976.46	9041.12	8467.31		11660.7	11785.4	10269	12002.8		12440.7	6913.64	7930.25	12584.1	13013.7	17156.4	12045.2	14531.6	14335.2	12746.3				13783	18479.2		
Q7KZF4	Q7KZF4		SND1		58084.5	58707	54504.8	59030.3	55228.8	57674.6	59307.5	76546.9	51212.7	73664.1	76336	74603.2	73739.5	71813.7	70638.9	73608.7	72444.2	74269.3	73825	67996.2	69641	66791	66984.4	70045.7		
Q7L014	Q7L014		DDX46		74574.6	60452.3	58140.1	51851.7	62195.8	70957	61751.8	69935.6	59855.2	70149.2	66885.5	63328.4	66897.2	68866.9	64882.7	63032.5	72891.5	69596.5	56366.5	66757.2	63584.1	61963.4	68257	67896.4		
Q7L1Q6	Q7L1Q6		BZW1		165476	163643	189645	184529	164398	139469	171284	138748	185484	144510	145608	154036	148468	148871	154009	158670	162971	144625	167204	151614	144816	144586	160710	139824		
Q7L2H7	Q7L2H7		EIF3M		17537.8	19784.6	19248.2	19500.3	22262	23324.4	17901.2	25742.2	20667.2	27031.7	29784.8	26744.6	20447.2	23572.5	22085.8	20886.3	22105.2	23112.2	21348.8	20522.3	14996	20054.9	18849.9	16947		
Q7RTS7	Q7RTS7		KRT74											181273	201556										72542.9	74890.7	71721.4	79763		
Q7Z2K6	Q7Z2K6		ERMP1		36613.2	42523.6	36467.9	36106.5	35439.8	36721.2	34852.1	29324.8	31724.1	30393.2	33509.3	33358.5	38386.1	28867.1	38983.8	38281.6	33080	34304.7	34172.4	32233.4	36484	36380.1	38596.9	30856.8		
Q7Z4V5	Q7Z4V5		HDGFL2		14756.8	14142.9	13360.7	14097.5	15844.5	15579.8	12236.6	17686.9	14634	15065.1	14035.6	20046.3	12219.2	12486.1	15722.6	11988.2	9655.15	15608.8	12078.8	13546.5	16328.1	15660.4	17722.7	19313.1		
Q7Z6Z7	Q7Z6Z7		HUWE1		53941.1	60262.8	54615.4	52876.6	47484.4	45918.5	54883.4	50912.5	51503.5	52374.4	47004.8	51501.5	50999.3	49568.8	51583.2	49900.8	48091.8	48990.3	47122.2	50162	44491.9	53423.5	49243	61476.6		
Q7Z7H5	Q7Z7H5		TMED4		118138	100766	101442	86478	89342.7	77877.9	93448.9	84441.6	97570.2	100639	96738.4	91476.2	101680	99968.5	95559.5	86397.3	94129.8	103205	90538.3	87656	66463.8	76110.8	80056.3	81937.9		
Q86SE5	Q86SE5		RALYL			32342.2	35600	31441.9	35376.1	33351	35492.1	28685	37242.6	28782.4	30644.2	30691.9	34259	38921	37057	33577.8	37765	31373.9	37069.4	31231	36999.3	34877.7	36606.3	42508.7		
Q86SG5	Q86SG5		S100A7A		354128	378713	367625	384698	276193	314102	305014	243416	327614	202216	217256	247066	293051	269528	276942	283816	287414	275317	293143	339360	218173	254173	324706	286082		
Q86U42	Q86U42		PABPN1		159056	166045	144573	150686	135526	135390	153954	133449	141679	132959	144745	142655	145522	161918	153342	149663	164824	147504	149456	148661	147749	155674	156471	138441		
Q86UP2	Q86UP2		KTN1		23355.9	24605.1	24022.1	22827	23061.2	21307.8	20730.2	21837.8	23452.5	24556	24318.9	25694.5	25536.7	23769	23853.4	21487.6	24132.1	22488.6	23111	21236.1	25155.8	29410.8	23835.2	21937		
Q86VP6	Q86VP6		CAND1		132259	136235	133685	131282	123715	125513	136904	134654	124000	129958	128534	130850	138359	145599	137093	138078	143610	131865	128096	134794	128501	128135	128438	130848		
Q8IUE6	Q8IUE6		H2AC21		1.42507e+06	1.26999e+06	1.3981e+06	1.40013e+06	1.2566e+06	1.37218e+06	1.20976e+06	1.69961e+06	1.233e+06	1.65449e+06	1.74187e+06	1.73544e+06	1.67229e+06	1.7908e+06	1.89774e+06	2.49443e+06	1.68661e+06	1.72255e+06	1.87451e+06	1.80143e+06	1.74322e+06	1.77199e+06	1.62234e+06	1.72877e+06		
Q8IVT2	Q8IVT2		MISP		54619.8	65055.8	56892.2	53539.3	56032.9	58088.5	58525	47771.3	58011.1	54762.6	47593.4	49079.4	57723.5	49477.1	54684.8	51639.2	51206.9	52709.3	48757.5	49740.6	55628.1	54829.8	56598.6	53973.6		
Q8IY81	Q8IY81		FTSJ3		44346.1	38760.9	37196.8	41072.8	39397.7	35729.5	42704.1	36857.4	42220	30864.6	39072	33839.9	27306.5	27444.3	28127.9	28497.9	28303.6	31323.8	31622.3	29307.3	30876.6	31357.9	32578.9	33057.2		
Q8IYB3	Q8IYB3		SRRM1		21395.9	21397.7	24531.8	26226.7				25479.2		29119.9	29892.7	34208	26664.5	30100.5	29792.6	30797.5	30915.1	24729.7	29799.4	27349.7	22983.3	21477.4	25737.2	25766.9		
Q8N163	Q8N163		CCAR2		51968.4	48467.7	51494.9	55217.6	44985.9	49046.6	51241.1	41850.3	45349.3	46453.1	42839.3	46374.3	49195.2	47736	49763.3	47681.4	43773.8	45909.3	44220.2	46023	37650.1	43377.9	47523.5	35791.2		
Q8N1F7	Q8N1F7		NUP93		30948.6	34050.8	32373.3	28253.6	31180.2	26693.7	24039.1	34227.3	28945.5	32826.3	32959.3	28284.7	33312.4	36546.1	36510.2	33111.8	31345.6	32783.6	36354.8	34941	28426.6	32898.1	32572.7	33509.8		
Q8N684	Q8N684		CPSF7		82179.9	78802.6	75766.2	80966.5	71747.9	73980.6	81586.8	56407.1	77731.7	56954.9	61153.4	57698	64740.8	62370.2	69345.2	67737.9	70638.6	64981.2	64787.8	72814	75048.3	65299.1	69642.8	63033.6		
Q8NBJ5	Q8NBJ5		COLGALT1		112831	106727	115169	118693	102716	105804	108430	119214	116368	118897	116122	115414	116716	123686	116518	119522	124512	123418	129652	119668	111942	109551	122787	122919		
Q8NBS9	Q8NBS9		TXNDC5		57664.1	59286.5	58365	55986.2	58258.5	59750.5	57610.7	52344.3	54911.1	55331.8	50101.9	49478.4	52362.9	48300.1	48980	51054.2	49747.3	52432.8	48057.3	49382.3	54255.4	55396.9	54457.4	46056.2		
Q8NC51	Q8NC51		SERBP1		159724	157779	159206	162540	168684	152516	161141	157975	169724	157683	157033	154079	176101	176238	181661	180791	182510	180305	181719	180278	164504	162189	165515	154262		
Q8NFJ5	Q8NFJ5		GPRC5A		22475	28600.1	27454.7	26675.7	23869.1	24909.6	24417.3	30414.2	27680.2	28834.3	25467.8	29484.5	27246.3	26413.1	29052.1	28052.7	26354.7	25081.7	21811.7	26231.2	21123.3	21806.3	20464.6	23303		
Q8TC12	Q8TC12		RDH11		20666.5	20841.9	15155	16264.2	18099.8	16459.2	14862	31026.4	13641.7	34228.2	29122.6	29578.6	27624.4	25656.1	26919.6	27412.9	24924	24807.8	25881.7	22689.2	16120	15562.9	16681	15575.5		
Q8TCT9	Q8TCT9		HM13		45469.7	41550.9	50873.8	49693.7	24850.6	36073.6	41567.5	34082.1	46648.4	44928.8	45724.1	46689.9	37688.9	40449.7	35508.9	40204.1	44011	33082.9	41938.3	34288.9	37100.9	43830.4	53769.9	38149		
Q8TEM1	Q8TEM1		NUP210		25061.1	27238.8	24209.7	27622.4	29297.7	30533.1	25327.2	28879.2	28033.6	31901.5	30549.7	30876.8	26564.2	27570.2	26164.3	29616.9	29759.4	28470.9	27264.3	26667.1	32597.7	33650.3	31994.3	34611.7		
Q8TF09	Q8TF09		DYNLRB2		19375.9	21009	20459.8	19432.7	19578.9	18254.1	18575.7	19035.1	21287.4	15881.6	18503	20205.5	25437.3	26039.4	22352.5	25442.4	21759.3	29089.1	24230.9	25974.6	21146.1	15147.9	18332.8	16806.1		
Q8WUM4	Q8WUM4		PDCD6IP		134175	134946	127222	124918	133356	129075	131176	116203	121300	119858	119990	116128	119587	115459	112850	116527	117878	114693	113410	116698	117121	111088	112992	104943		
Q92499	Q92499		DDX1		79436.5	78361.8	72595.5	68813.1	78083.5	70868.6	73738.2	65239.6	73986	66003.8	64468.3	58959.4	75305.7	69217.1	71572.9	70131.2	68465.1	73532.3	72896.5	70633	67978.2	65733.9	60491.7	65730.3		
Q92522	Q92522		H1-10		155833	148171	153444	145741	147583	149914	152971	149333	147812	156063	151968	152867	146853	138408	147991	149399	140792	144563	145475	144024	154856	155186	158951	155061		
Q92552	Q92552		MRPS27		4639.25	4732.75	2199.29	4753.69	3431.63	6641.7	5908.87	4878.42	3190.32	4240.46	5100.03	4146.09	7515.28	3342.34	2953.84	5111.35		1800.51	2640.41	2612.27	3366.98	3446.81		2116.13		
Q92597	Q92597		NDRG1		11892.7	12558.2	8706.75	10663.9	10091	11963.3	11107	11037.6	9758.63	11463.6	10677.1	10510.7	10987.2	8133.16	12289.9	9051.44	10606.6	10605.9	10031.1	11295.3	9362.2	12336.6	8451.73	8303.65		
Q92598	Q92598		HSPH1		54786.5	58412.5	58499.8	56658.3	57527.1	56481.6	54346.9	58535	58865.2	60070.5	56953.5	58692.9	61050.6	58853	61099.2	58644.4	57634.1	56915.7	57110.2	59217.8	55682.4	61444.6	59592.2	59672.7		
Q92616	Q92616		GCN1		73022	69378.2	69346	76184.2	69721.2	77093.1	76781.1	60615.5	72812.6	65376.3	62543.6	60251.2	62577.7	66872.3	68747.6	60532.3	65571.1	67578.8	64082.4	66727.1	63670	64038.6	66739.2	70303.5		
Q92688	Q92688		ANP32B		340121	325699	309707	339171	299507	284622	304739	256210	318120	311574	339597	304507	278060	265778	262032	274549	268966	265719	264657	263787	232271	218347	269792	246309		
Q92734	Q92734		TFG		76317.7	78331.5	74601.5	76265.3	68248.9	77767.4	74197	63513.2	78466.8	63174.4	57389.5	62913.4	60936.4	57002.9	50198.4	54239.6	53405.1	50904.4	52124.7	52311.5	47704.4	56469.4	50472.4	47112.1		
Q92747	Q92747		ARPC1A		48066.5	58562.1	48193.4	44337.9	45748.8	52733.3	47664.9	27480.3	52592.6	38827.9	36851.4	38874.2	37910.9	40009.2	43686.2	40713.2	40702.6	39214.6	40885.4	45717.5	37747	41694.7	39457	44204.4		
Q92839	Q92839		HAS1		155368	169057	159183	160904	151641	158552	167571	167803	168887	170262	167801	197151	183371	172808	173566	176168	174873	171120	172900	180790	157568	168836		168193		
Q92841	Q92841		DDX17		77233.7	78140.9	75467.1	75914.5	80588.7	74244.1	80517.4	68876.8	79419.6	75600.7	70148.2	72861.2	76083.7	73481	71685.9	71968.8	72303.1	70324.8	74231.2	74838.6	74946.6	67817.3	71422	72891.2		
Q92928	Q92928		RAB1C		181941	186874	242648	233021	299843	288445	283943	178226		131544	167404	162292	185622	195622	238925	243879	204509	225503	216151	180595	152247	143535	141281	152275		
Q92945	Q92945		KHSRP		104305	106519	102642	106608	100076	93927.2	97041.1	86138.6	101846	89229.9	93006.1	89867.6	100360	90148.9	101457	96774.3	95614.2	95187	97583.5	93234.4	91779.8	90894	98469	94120.7		
Q92973	Q92973		TNPO1		358916	342209	357463	366382	332272	344285	345865	334005	359124	340372	363329	336262	360707	380569	365887	385879	375284	345753	379916	360145	323793	374668	360138	335694		
Q93096	Q93096		PTP4A1		5184.19	5850.06	1881	3397.04	6910.63	2027.26	7647.54	6020.12		7098.93	7914.03		5632.01		4891.7				5407.61		4024.3	5230.24	4867.15	7384.27		
Q969H8	Q969H8		MYDGF		106532	102854	106008	94838.7	98018.2	79359.6	104757	35240.8	115681	32512.1	27368.5	31101.5	81568.5	78517.5	72248.7	75767.2	78543.8	71420.5	72719.1	83476.2	63083.1	60316.6	64913	62278.7		
Q969L2	Q969L2		MAL2		44109.7	40126	34971.3	37582.2	38433.7	41804.1	41129.6	35239.6	45763.9	36086.9	40158.1	35028	44461	38579.8	43193.6	42304.7	39718.8	39885.5	40670.2	48046.6	36793.2	34327.5	33333.1	40444.9		
Q96A72	Q96A72		MAGOHB		65615.6	76459.7	70558.3	71259.9	69271.8	69103.6	63875.2	70580.1	76588.7	83371.4	81019.3	69984.5	77158	65412	71248.5	67373.6	68321	67222.7	66009.3	63698.1	80353.4	71558.7	67882.6	78043.6		
Q96AC1	Q96AC1		FERMT2		74584.9	75374.6	70687.3	69180.1	65292.6	76123.3	72915.7	60358.1	70695.5	61789.5	55883.3	59793	52033.9	49177	46145.1	49081.8	49960.7	50739.5	52427.7	44973.5	65549.5	54835	64702.6	64661.8		
Q96AE4	Q96AE4		FUBP1		158903	161775	168224	153308	145109	155036	154573	174288	160587	166710	171641	166001	175028	176196	178499	183205	171014	175187	180311	164345	167913	174313	178860	166721		
Q96AG4	Q96AG4		LRRC59		118412	113073	107143	117474	117483	116393	105886	102660	119204	104069	96027.6	103361	105148	99070.3	101126	100490	101335	98556.7	103736	105254	114669	106488	115340	109219		
Q96C19	Q96C19		EFHD2		30458	27773.9	37383.9	29967.9	31534	30347.6	33246.8	25822.4	32380.1	24294.5	25293.6	23025.1	36869.4	37471.2	38581	35049.2	32656.1	34883.8	37993.7	36537.3	33488.2	37642.1	35061.8	36595.7		
Q96CT7	Q96CT7		CCDC124		43607	45942.8	45111.9	44635.4	47964.6	53965.5	45435.2	51572.4	44956.8	55485.2	55484.1	55609.6	53379.5	46429.5	48887.2	55990.1	41324.8	53060.2	44761.6	54041.7	40407.7	41317.5	39601.3	47791		
Q96EK6	Q96EK6		GNPNAT1		37864.4	42214.4	39545	39120.6	43801.9	49735.6	39855.4	44790.7	43064.7	45471.7	45931.6	42283.2	35447.1	39136.2	36147.7	34187	33635.6	37632.7	38367.3	33436.4	50075.2	42537.9	51071.1	47600.3		
Q96FQ6	Q96FQ6		S100A16		27011.8	25700.1	29224.2	27031	29263.4	27974.6	26919.9	30473.4	25597	26763.1	21983.7	25514	29229.8	28088.8	28263.9	25764.7	25122.1	27639.8	26041.5	28352.5	28105.5	26866.7	23717.3	27067.4		
Q96GE6	Q96GE6		CALML4		27362.6	24247.7	29267.1	26392	30057.9	27314.1	27393		28818.2				27500.5	29722.6	26898.9	27913.5	29549	28040.7	30301.5	28033.6			19226.2	17201.5		
Q96GQ7	Q96GQ7		DDX27		27097.1	21978.6	22685.2	20316.6	23713.6	24187.3	26805	20172.8	25063.3	22713.2	21098.1	21134.2	22210.5	27451.5	23285.5	18563.1	19687.7	24715.9	23822.7	21770.1	22290.1	21954.4	19109.3	22077.1		
Q96HE7	Q96HE7		ERO1A		65872.5	84407.6	70304.6	73809.9	67849.6	62261.9	64133.5	48868.9	65616	49881.4	52927.7	51385.3	56859.5	74431.2	72974	74662.7	66695.4	85498.5	76208.5	82654.3	62697	69665.4	73203	68980.9		
Q96I24	Q96I24		FUBP3		8690		8917.6	12557.6			3986.88	5439.78	10143.4	3805.79	10916.7	9083.81	6380.5	8062.97	5478.71	12260.6	8938.52		12696.4	2871.78		11187.6	16421.1	6745.6		
Q96I99	Q96I99		SUCLG2		48949.5	65610.8	73804.9	72527.6	61564	69874.4	63790.1	52148.2	68774.2	59889.2	60019.8	51783	56644.2	60960.5	53888.3	61061.7	58323.5	47263.9	59341.7	50471.8	39570.8	38542.7	44235.2	40521		
Q96IU4	Q96IU4		ABHD14B		7490.9	8527.38	11339.6	16125.7	16080.7	12092.6	9789.46	20970.4	9364.19	20236	20780.9	21979.8	22471.4	18399.4	21907.7	16524.4	19096.8	19334.8	17826.2	17855.2	16842.3	15527.6	16401.2	17271.4		
Q96KB5	Q96KB5		PBK		41490.1	44519.4	43362.4	40990.8	40094.1	37587.6	38017.3	44570.8	43413.7	49007.5	46751.4	44285	41661.1	46089.2	44526.5	39436.6	46423.5	46450.9	47205.8	47294.6	44315	45026.6	38038.1	40756.7		
Q96KP4	Q96KP4		CNDP2		36670.7	38046.9	38592.4	36633.2	33364	34169.3	37704.2	39628.7	38761.2	41582.8	40755.2	38085.2	35563	34567.6	36756.7	34876.4	31568.6	35840	34786.4	33525.6	37244.9	40907.5	38646	38185.6		
Q96P70	Q96P70		IPO9		35707.8	35795.9	35682.7	37555.3	33500.2	32958.2	38995.8	40473.5	35589.1	42345.4	41805.3	41123.2	31161.9	27907.3	28094.7	28664.7	24360.3	27511.7	25011.5	26053	23777.9	28465	28143.3	23699.3		
